2.682690,-0.034654
2.692340,-0.035509
2.701990,-0.028738
2.711640,-0.035130
2.721290,-0.041139
2.730940,0.007406
2.740590,0.005707
2.750240,0.043449
2.759890,0.037742
2.769540,0.080563
2.779190,0.105831
2.788840,0.148418
2.798490,0.183098
2.808140,0.230912
2.817790,0.304152
2.827440,0.422720
2.837090,0.469387
2.846740,0.598597
2.856390,0.678947
2.866040,0.748366
2.875690,0.895447
2.885340,1.046128
2.894990,1.125332
2.904640,1.283566
2.914290,1.387614
2.923940,1.503530
2.933590,1.605877
2.943240,1.642405
2.952890,1.714092
2.962540,1.874927
2.972190,1.913559
2.981840,1.957416
2.991490,1.955542
3.001140,1.994375
3.010790,2.072890
3.020440,2.103013
3.030090,2.059334
3.039740,2.109818
3.049390,2.113589
3.059040,2.152649
3.068690,2.160337
3.078340,2.159077
3.087990,2.171232
3.097640,2.141946
3.107290,2.070917
3.116940,2.066083
3.126590,2.019251
3.136240,1.931445
3.145890,1.894348
3.155540,1.831424
3.165190,1.723559
3.174840,1.631832
3.184490,1.568788
3.194140,1.543892
3.203790,1.481626
3.213440,1.478227
3.223090,1.345084
3.232740,1.306697
3.242390,1.211785
3.252040,1.173181
3.261690,1.153133
3.271340,1.140409
3.280990,1.039500
3.290640,1.022677
3.300290,0.965551
3.309940,0.950827
3.319590,0.887186
3.329240,0.817360
3.338890,0.780777
3.348540,0.765396
3.358190,0.726723
3.367840,0.744805
3.377490,0.688170
3.387140,0.708026
3.396790,0.678568
3.406440,0.629685
3.416090,0.637531
3.425740,0.613315
3.435390,0.594559
3.445040,0.595424
3.454690,0.521916
3.464340,0.601771
3.473990,0.530162
3.483640,0.540664
3.493290,0.488456
3.502940,0.471929
3.512590,0.395994
3.522240,0.416290
3.531890,0.373678
3.541540,0.371548
3.551190,0.324709
3.560840,0.312807
3.570490,0.288525
3.580140,0.282190
3.589790,0.274946
3.599440,0.226606
3.609090,0.189337
3.618740,0.177462
3.628390,0.205878
3.638040,0.223053
3.647690,0.142962
3.657340,0.153819
3.666990,0.117338
3.676640,0.126938
3.686290,0.114015
3.695940,0.127258
3.705590,0.084584
3.715240,0.056014
3.724890,0.073981
3.734540,0.091102
3.744190,0.053898
3.753840,0.039706
3.763490,0.104552
3.773140,0.119243
3.782790,0.038278
3.792440,0.094425
3.802090,0.005216
3.811740,0.032225
3.821390,0.024949
3.831040,0.020676
3.840690,0.019138
3.850340,0.021065
3.859990,-0.013025
3.869640,-0.014830
3.879290,-0.009356
3.888940,0.000644
3.898590,-0.032702
3.908240,-0.001723
3.917890,-0.018410
3.927540,0.007834
3.937190,0.004897
3.946840,0.027531
3.956490,-0.001198
3.966140,0.015253
3.975790,-0.049560
3.985440,0.034381
3.995090,-0.008594
4.004740,-0.024307
4.014390,-0.017715
4.024040,0.028876
4.033690,0.016204
4.043340,0.000541
4.052990,0.006046
4.062640,0.022389
4.072290,-0.023677
4.081940,0.001420
4.091590,0.009871
4.101240,0.001466
4.110890,0.011057
4.120540,0.053178
4.130190,0.039637
4.139840,0.010543
4.149490,-0.030515
4.159140,-0.021212
4.168790,-0.060975
4.178440,-0.018346
4.188090,-0.012879
4.197740,0.008873
4.207390,0.046200
4.217040,0.164099
4.226690,0.401373
4.236340,0.782921
4.245990,1.144590
4.255640,1.480436
4.265290,1.654585
4.274940,1.340491
4.284590,0.941546
4.294240,0.545793
4.303890,0.346342
4.313540,0.224000
4.323190,0.172840
4.332840,0.155673
4.342490,0.111802
4.352140,0.105252
4.361790,0.066684
4.371440,0.092816
4.381090,0.132899
4.390740,0.137478
4.400390,0.095036
4.410040,0.060582
4.419690,0.070994
4.429340,0.069140
4.438990,0.052568
4.448640,0.054535
4.458290,0.049279
4.467940,0.136069
4.477590,0.123810
4.487240,0.147352
4.496890,0.095254
4.506540,0.063698
4.516190,0.089761
4.525840,0.084150
4.535490,0.070826
4.545140,0.082574
4.554790,0.056054
4.564440,0.084857
4.574090,0.087482
4.583740,0.158594
4.593390,0.115557
4.603040,0.086059
4.612690,0.060355
4.622340,0.086415
4.631990,0.089999
4.641640,0.187876
4.651290,0.343534
4.660940,0.459431
4.670590,0.414756
4.680240,0.317060
4.689890,0.162196
4.699540,0.114076
4.709190,0.099978
4.718840,0.100510
4.728490,0.066460
4.738140,0.052929
4.747790,0.045221
4.757440,0.021419
4.767090,-0.007569
4.776740,-0.012770
4.786390,-0.004745
4.796040,0.045548
4.805690,0.021631
4.815340,0.018739
4.824990,0.005344
4.834640,0.080478
4.844290,0.016777
4.853940,-0.032589
4.863590,0.003952
4.873240,0.033833
4.882890,-0.022890
4.892540,0.033642
4.902190,-0.051687
4.911840,-0.046852
4.921490,-0.119508
4.931140,-0.034447
4.940790,0.024262
4.950440,-0.037660
