1826.3434,1.3642417,0.0054595345
1826.5845,1.3624796,0.0054555116
1826.8256,1.3615907,0.0054276821
1827.0667,1.3610092,0.0053957416
1827.3078,1.3605756,0.0054003971
1827.5489,1.3602109,0.0054106741
1827.7900,1.3599043,0.0053826053
1828.0311,1.3596548,0.0053641549
1828.2722,1.3594210,0.0053897066
1828.5133,1.3592016,0.0053567396
1828.7544,1.3590247,0.0053186986
1828.9955,1.3588604,0.0053286466
1829.2366,1.3587048,0.0052960458
1829.4777,1.3585761,0.0052769245
1829.7188,1.3584430,0.0053016788
1829.9599,1.3583044,0.0052851367
1830.2010,1.3581694,0.0052832465
1830.4421,1.3580265,0.0052600081
1830.6832,1.3579226,0.0051532396
1830.9243,1.3578693,0.0051120103
1831.1654,1.3577947,0.0051517549
1831.4065,1.3577060,0.0051169287
1831.6476,1.3576301,0.0051127748
1831.8887,1.3575294,0.0051283802
1832.1298,1.3574452,0.0050324452
1832.3709,1.3574270,0.0049609288
1832.6120,1.3574096,0.0050103604
1832.8531,1.3573369,0.0050726626
1833.0942,1.3572471,0.0050577694
1833.3353,1.3571605,0.0050575098
1833.5764,1.3570810,0.0050041699
1833.8175,1.3570517,0.0049233218
1834.0586,1.3570258,0.0049673396
1834.2997,1.3569658,0.0049725869
1834.5408,1.3569190,0.0049473961
1834.7819,1.3568515,0.0050083341
1835.0230,1.3567483,0.0049880248
1835.2641,1.3566807,0.0048923397
1835.5052,1.3566534,0.0048434249
1835.7463,1.3566298,0.0048210841
1835.9874,1.3566069,0.0047987528
1836.2285,1.3565806,0.0047989496
1836.4696,1.3565448,0.0047950935
1836.7107,1.3565111,0.0047793182
1836.9518,1.3564725,0.0047873739
1837.1929,1.3564260,0.0047728277
1837.4340,1.3563837,0.0047516873
1837.6751,1.3563544,0.0047160724
1837.9162,1.3563333,0.0047096838
1838.1573,1.3562950,0.0047243631
1838.3984,1.3562522,0.0046952803
1838.6395,1.3562210,0.0046768913
1838.8806,1.3561834,0.0046743500
1839.1217,1.3561450,0.0046426650
1839.3628,1.3561170,0.0046176894
1839.6039,1.3560760,0.0046190976
1839.8450,1.3560390,0.0045516917
1840.0861,1.3560431,0.0044846271
1840.3272,1.3560634,0.0044812386
1840.5683,1.3560463,0.0045357832
1840.8094,1.3560001,0.0045212753
1841.0505,1.3559795,0.0044659574
1841.2916,1.3559736,0.0044623609
1841.5327,1.3559589,0.0044547269
1841.7738,1.3559384,0.0044510151
1842.0149,1.3559217,0.0044235313
1842.2560,1.3559208,0.0044027897
1842.4972,1.3559152,0.0044216751
1842.7383,1.3558936,0.0044311744
1842.9794,1.3558616,0.0044379437
1843.2205,1.3558326,0.0044116969
1843.4616,1.3558264,0.0043816732
1843.7027,1.3558155,0.0044123913
1843.9438,1.3557777,0.0044283555
1844.1849,1.3557339,0.0044152075
1844.4260,1.3556924,0.0043954767
1844.6671,1.3556593,0.0043520479
1844.9082,1.3556494,0.0042982528
1845.1493,1.3556530,0.0042789031
1845.3904,1.3556471,0.0042806004
1845.6315,1.3556282,0.0042755928
1845.8726,1.3556098,0.0042494746
1846.1137,1.3556079,0.0042129402
1846.3548,1.3556131,0.0042107724
1846.5959,1.3556089,0.0042177620
1846.8370,1.3555864,0.0042377893
1847.0781,1.3555584,0.0042142483
1847.3192,1.3555489,0.0041855866
1847.5603,1.3555358,0.0041990911
1847.8014,1.3555055,0.0041913610
1848.0425,1.3554926,0.0041389574
1848.2836,1.3555028,0.0041276079
1848.5247,1.3554764,0.0041897554
1848.7658,1.3554157,0.0041620162
1849.0069,1.3553898,0.0040726461
1849.2480,1.3554013,0.0040204851
1849.4891,1.3554253,0.0039895103
1849.7302,1.3554419,0.0039993042
1849.9713,1.3554429,0.0040010679
1850.2124,1.3554375,0.0040001451
1850.4535,1.3554336,0.0039860702
1850.6946,1.3554327,0.0039825516
1850.9357,1.3554275,0.0039829458
